DELETE	/analysis/cards/{run_id}	src.api.routes.analysis_cards	delete_card
DELETE	/config/credentials/{credential_id}	src.api.routes.config_routes	delete_credential
DELETE	/config/fixed-task-runtime	src.api.routes.config_routes	delete_fixed_task_runtime
DELETE	/config/model-routes/{task}	src.api.routes.config_routes	delete_model_route
DELETE	/config/research-runtime	src.api.routes.config_routes	delete_research_runtime
DELETE	/portfolio/activity/annotations/{activity_id}	src.api.routes.portfolio_activity	delete_annotation
DELETE	/portfolio/positions/{position_id}	src.api.routes.portfolio	close_manual_position
DELETE	/profile/lists/{list_id}	src.api.routes.profile	delete_list
DELETE	/profile/lists/{list_id}/members/{ticker}	src.api.routes.profile	remove_member
DELETE	/profile/tickers/{ticker}/notes/{note_id}	src.api.routes.profile	delete_ticker_note
DELETE	/profile/tickers/{ticker}/tags	src.api.routes.profile	remove_ticker_tag
DELETE	/research/threads/{thread_id}	src.api.routes.research	delete_research_thread
GET	/analysis/cards	src.api.routes.analysis_cards	list_cards
GET	/analysis/cards/{run_id}	src.api.routes.analysis_cards	get_card
GET	/analysis/consensus/{ticker}	src.api.routes.consensus	analyst_consensus
GET	/app-records/migration/preview	src.api.routes.app_records	migration_preview
GET	/cockpit/watchlist	src.api.routes.profile	cockpit_watchlist
GET	/config/credentials	src.api.routes.config_routes	list_credentials
GET	/config/credentials/openai/oauth/status	src.api.routes.config_routes	openai_oauth_status
GET	/config/credentials/{credential_id}/account-usage	src.api.routes.config_routes	get_credential_account_usage
GET	/config/model-catalog	src.api.routes.config_routes	model_catalog
GET	/config/runtime	src.api.routes.config_routes	runtime_config
GET	/config/sectors	src.api.routes.config_routes	sectors
GET	/config/strategy	src.api.routes.config_routes	strategy_weights
GET	/config/watchlist	src.api.routes.config_routes	watchlist
GET	/fundamentals/{ticker}	src.api.routes.fundamentals	fundamentals
GET	/healthz	src.api.routes.health	healthz
GET	/jobs/history	src.api.routes.jobs	jobs_history
GET	/jobs/status	src.api.routes.jobs	jobs_status
GET	/macro/earnings-calendar	src.api.routes.macro_calendar	earnings_calendar
GET	/macro/economic-calendar	src.api.routes.macro_calendar	economic_calendar
GET	/macro/health	src.api.routes.macro_calendar	macro_calendar_health
GET	/macro/ipo-calendar	src.api.routes.macro_calendar	ipo_calendar
GET	/macro/series/{series_id}	src.api.routes.macro_calendar	macro_series
GET	/macro/snapshot	src.api.routes.macro_calendar	macro_snapshot
GET	/macro/status	src.api.routes.macro_calendar	macro_status
GET	/market-data/coverage/{ticker}	src.api.routes.market_data	market_data_coverage
GET	/market-data/security-lifecycle	src.api.routes.market_data	security_lifecycle_status
GET	/market-data/status	src.api.routes.market_data	market_data_status
GET	/market-data/trading-days	src.api.routes.market_data	market_data_trading_days
GET	/morning-brief	src.api.routes.config_routes	morning_brief
GET	/news/feed	src.api.routes.news	news_feed
GET	/news/search/keyword	src.api.routes.news	news_search
GET	/news/status	src.api.routes.news	news_status
GET	/news/{ticker}	src.api.routes.news	news_for_ticker
GET	/options/greeks/calculate	src.api.routes.options	greeks
GET	/overview	src.api.routes.config_routes	overview
GET	/portfolio	src.api.routes.portfolio	get_portfolio
GET	/portfolio/accounts	src.api.routes.portfolio	list_accounts
GET	/portfolio/activity	src.api.routes.portfolio_activity	get_activity
GET	/portfolio/capture	src.api.routes.portfolio_capture	get_capture_status
GET	/portfolio/overview	src.api.routes.portfolio	get_portfolio_overview
GET	/portfolio/positions	src.api.routes.portfolio	list_positions
GET	/prices/sector/{sector}	src.api.routes.prices	sector_performance
GET	/prices/{ticker}	src.api.routes.prices	prices_for_ticker
GET	/prices/{ticker}/change	src.api.routes.prices	price_change
GET	/prices/{ticker}/quote	src.api.routes.prices	current_quote
GET	/profile/investor	src.api.routes.investor_profile	get_investor_profile
GET	/profile/investor/calibration	src.api.routes.investor_profile_calibration	get_calibration_state
GET	/profile/lists	src.api.routes.profile	profile_lists
GET	/profile/settings/default-watchlist	src.api.routes.profile	get_default_watchlist
GET	/profile/settings/ui-locale	src.api.routes.profile	get_ui_locale
GET	/profile/tags/catalog	src.api.routes.profile	tag_catalog
GET	/profile/tickers/{ticker}/notes	src.api.routes.profile	list_ticker_notes
GET	/profile/tickers/{ticker}/state	src.api.routes.profile	get_ticker_state
GET	/profile/universe	src.api.routes.profile	universe
GET	/profile/universe/export	src.api.routes.profile	export_universe
GET	/providers/config	src.api.routes.providers_config	providers_config
GET	/providers/health	src.api.routes.health	providers_health
GET	/query/providers	src.api.routes.query	list_providers
GET	/reports	src.api.routes.reports	reports_list
GET	/reports/{report_id}	src.api.routes.reports	report_detail
GET	/research/runs/{run_id}	src.api.routes.research	get_research_run
GET	/research/runs/{run_id}/events	src.api.routes.research	list_research_run_events
GET	/research/threads	src.api.routes.research	list_research_threads
GET	/research/threads/{thread_id}	src.api.routes.research	get_research_thread
GET	/research/threads/{thread_id}/messages	src.api.routes.research	list_research_messages
GET	/research/threads/{thread_id}/selection	src.api.routes.research	get_research_thread_selection
