consumer_id	entrypoint_id	consumer_kind	path	line	symbol	evidence
consumer:documented_command:docs/data/NEWS_DATA_INVENTORY.md:417:1:command:python score_risk_anthropic.py	docs/data/NEWS_DATA_INVENTORY.md::documented_command::python score_risk_anthropic.py	documented_invocation	docs/data/NEWS_DATA_INVENTORY.md	417	python score_risk_anthropic.py	documented_command:docs/data/NEWS_DATA_INVENTORY.md:417:1:command:python score_risk_anthropic.py
consumer:documented_command:docs/data/NEWS_DATA_INVENTORY.md:426:1:command:python score_sentiment_anthropic.py	docs/data/NEWS_DATA_INVENTORY.md::documented_command::python score_sentiment_anthropic.py	documented_invocation	docs/data/NEWS_DATA_INVENTORY.md	426	python score_sentiment_anthropic.py	documented_command:docs/data/NEWS_DATA_INVENTORY.md:426:1:command:python score_sentiment_anthropic.py
consumer:documented_command:docs/data/NEWS_DATA_INVENTORY.md:432:1:command:python score_risk_anthropic.py	docs/data/NEWS_DATA_INVENTORY.md::documented_command::python score_risk_anthropic.py	documented_invocation	docs/data/NEWS_DATA_INVENTORY.md	432	python score_risk_anthropic.py	documented_command:docs/data/NEWS_DATA_INVENTORY.md:432:1:command:python score_risk_anthropic.py
consumer:documented_command:docs/data/NEWS_DATA_INVENTORY.md:600:1:command:python score_sentiment_openai.py	docs/data/NEWS_DATA_INVENTORY.md::documented_command::python score_sentiment_openai.py	documented_invocation	docs/data/NEWS_DATA_INVENTORY.md	600	python score_sentiment_openai.py	documented_command:docs/data/NEWS_DATA_INVENTORY.md:600:1:command:python score_sentiment_openai.py
consumer:documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:105:1:command:python -m pytest	docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md::documented_command::python -m pytest	documented_invocation	docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md	105	python -m pytest	documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:105:1:command:python -m pytest
consumer:documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:13:4:command:python -m src.daily_update	src/daily_update.py::python_script::src/daily_update.py	documented_invocation	docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md	13	python -m src.daily_update	documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:13:4:command:python -m src.daily_update
consumer:documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:144:1:command:python -m src.daily_update	src/daily_update.py::python_script::src/daily_update.py	documented_invocation	docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md	144	python -m src.daily_update	documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:144:1:command:python -m src.daily_update
consumer:documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:94:1:command:python -m src.daily_update	src/daily_update.py::python_script::src/daily_update.py	documented_invocation	docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md	94	python -m src.daily_update	documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:94:1:command:python -m src.daily_update
consumer:documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:97:1:command:python -m src.daily_update	src/daily_update.py::python_script::src/daily_update.py	documented_invocation	docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md	97	python -m src.daily_update	documented_command:docs/design/REFACTOR_PROTECTION_SMOKE_GATES.md:97:1:command:python -m src.daily_update
consumer:documented_command:docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md:24:21:command:python src/sa_native_host.py	src/sa_native_host.py::native_host::src/sa_native_host.py	documented_invocation	docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md	24	python src/sa_native_host.py	documented_command:docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md:24:21:command:python src/sa_native_host.py
consumer:documented_command:docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md:76:31:command:npm run dev:desktop	package.json::npm_script::npm:.:dev:desktop	documented_invocation	docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md	76	npm run dev:desktop	documented_command:docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md:76:31:command:npm run dev:desktop
consumer:documented_command:docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md:79:68:command:python -m src.api	src/api/__main__.py::python_module::src.api	documented_invocation	docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md	79	python -m src.api	documented_command:docs/design/SA_EXTENSION_HEALTH_SETUP_BOUNDARY.md:79:68:command:python -m src.api
consumer:documented_command:docs/design/SA_EXTENSION_ROADMAP.md:338:1:command:python scripts/analysis/analyze_sa_market_news_density.py	docs/design/SA_EXTENSION_ROADMAP.md::documented_command::python scripts/analysis/analyze_sa_market_news_density.py	documented_invocation	docs/design/SA_EXTENSION_ROADMAP.md	338	python scripts/analysis/analyze_sa_market_news_density.py	documented_command:docs/design/SA_EXTENSION_ROADMAP.md:338:1:command:python scripts/analysis/analyze_sa_market_news_density.py
consumer:documented_command:extensions/sa_alpha_picks/FIREFOX.md:29:1:command:bash extensions/sa_alpha_picks/install_firefox.sh	extensions/sa_alpha_picks/install_firefox.sh::shell_script::extensions/sa_alpha_picks/install_firefox.sh	documented_invocation	extensions/sa_alpha_picks/FIREFOX.md	29	bash extensions/sa_alpha_picks/install_firefox.sh	documented_command:extensions/sa_alpha_picks/FIREFOX.md:29:1:command:bash extensions/sa_alpha_picks/install_firefox.sh
consumer:documented_command:tests/live/README.md:22:1:command:python tests/live/sdk_driver_smoke.py	tests/live/sdk_driver_smoke.py::python_script::tests/live/sdk_driver_smoke.py	documented_invocation	tests/live/README.md	22	python tests/live/sdk_driver_smoke.py	documented_command:tests/live/README.md:22:1:command:python tests/live/sdk_driver_smoke.py
consumer:documented_command:tests/live/README.md:23:1:command:python tests/live/sdk_route_smoke.py	tests/live/sdk_route_smoke.py::python_script::tests/live/sdk_route_smoke.py	documented_invocation	tests/live/README.md	23	python tests/live/sdk_route_smoke.py	documented_command:tests/live/README.md:23:1:command:python tests/live/sdk_route_smoke.py
consumer:documented_command:tests/live/README.md:24:1:command:python tests/live/smoke_fred.py	tests/live/smoke_fred.py::python_script::tests/live/smoke_fred.py	documented_invocation	tests/live/README.md	24	python tests/live/smoke_fred.py	documented_command:tests/live/README.md:24:1:command:python tests/live/smoke_fred.py
consumer:file_executable_mode:extensions/sa_alpha_picks/install_firefox.sh:-:-:executable:extensions/sa_alpha_picks/install_firefox.sh	extensions/sa_alpha_picks/install_firefox.sh::shell_script::extensions/sa_alpha_picks/install_firefox.sh	external_manifest	extensions/sa_alpha_picks/install_firefox.sh	0	extensions/sa_alpha_picks/install_firefox.sh	file_executable_mode:extensions/sa_alpha_picks/install_firefox.sh:-:-:executable:extensions/sa_alpha_picks/install_firefox.sh
consumer:file_executable_mode:src/sa_native_host.py:-:-:executable:src/sa_native_host.py	src/sa_native_host.py::native_host::src/sa_native_host.py	external_manifest	src/sa_native_host.py	0	src/sa_native_host.py	file_executable_mode:src/sa_native_host.py:-:-:executable:src/sa_native_host.py
consumer:generated_native_manifest_contract:extensions/sa_alpha_picks/install.sh:13:1:native_host_id:com.mindfulrl.sa_alpha_picks	extensions/sa_alpha_picks/install.sh::external_manifest_target::external:com.mindfulrl.sa_alpha_picks	external_manifest	extensions/sa_alpha_picks/install.sh	13	com.mindfulrl.sa_alpha_picks	generated_native_manifest_contract:extensions/sa_alpha_picks/install.sh:13:1:native_host_id:com.mindfulrl.sa_alpha_picks
